146.8073,1.7527,-30.6513,0.000844
146.9184,1.7525,-31.8577,0.001370
147.0285,1.7522,-33.0641,0.001892
147.1267,1.7520,-34.1497,0.002360
147.2347,1.7518,-35.3557,0.002862
147.3309,1.7516,-36.4410,0.003326
147.4261,1.7514,-37.5261,0.003786
147.5307,1.7511,-38.7316,0.004291
147.6238,1.7509,-39.8165,0.004758
147.7257,1.7507,-41.0217,0.005264
147.8261,1.7504,-42.2268,0.005778
147.9249,1.7502,-43.4316,0.006288
148.0124,1.7500,-44.5156,0.006747
148.1081,1.7498,-45.7196,0.007257
148.2021,1.7495,-46.9231,0.007766
148.2946,1.7493,-48.1261,0.008276
148.3766,1.7491,-49.2082,0.008741
148.4665,1.7489,-50.4097,0.009246
148.5549,1.7487,-51.6106,0.009761
148.6331,1.7485,-52.6908,0.010219
148.7183,1.7482,-53.8903,0.010729
148.8017,1.7480,-55.0891,0.011236
148.8833,1.7477,-56.2873,0.011750
148.9625,1.7475,-57.4856,0.012253
149.0302,1.7472,-58.5642,0.012709
149.1000,1.7470,-59.7623,0.013218
149.1641,1.7468,-60.9603,0.013801
149.2236,1.7465,-62.1570,0.014123
149.3312,1.7461,-64.4284,0.015186
149.3862,1.7454,-65.6209,0.016047
149.4395,1.7438,-66.8121,0.016142
149.4865,1.7435,-67.8831,0.016664
149.5379,1.7419,-69.0709,0.017169
149.5877,1.7407,-70.2582,0.017675
149.6321,1.7397,-71.3249,0.018122
149.6801,1.7380,-72.5078,0.018617
149.7234,1.7373,-73.5689,0.019064
149.7706,1.7355,-74.7438,0.019566
149.8132,1.7342,-75.7980,0.020014
149.8605,1.7342,-76.9649,0.020510
149.9028,1.7342,-78.0114,0.020954
149.9449,1.7341,-79.0541,0.021397
149.9916,1.7342,-80.2075,0.021891
150.0335,1.7345,-81.2403,0.022330
150.0753,1.7348,-82.2672,0.022761
150.1216,1.7352,-83.4008,0.023240
150.1631,1.7354,-84.4134,0.023668
150.2044,1.7357,-85.4186,0.024100
150.2457,1.7358,-86.4160,0.024524
150.2871,1.7359,-87.4057,0.024947
150.3338,1.7360,-88.4961,0.025410
150.3777,1.7350,-89.4694,0.025826
150.4224,1.7342,-90.4352,0.026238
150.4726,1.7340,-91.4993,0.026694
150.5172,1.7347,-92.4490,0.027099
150.5626,1.7352,-93.3911,0.027507
150.6123,1.7361,-94.4283,0.027950
150.6569,1.7368,-95.3527,0.028342
150.7061,1.7375,-96.3700,0.028778
150.7502,1.7381,-97.2767,0.029164
150.7932,1.7392,-98.1751,0.029546
150.8403,1.7403,-99.1628,0.029965
150.8824,1.7414,-100.0419,0.030336
150.9283,1.7419,-101.0068,0.030745
150.9743,1.7397,-101.9614,0.031150
151.0152,1.7380,-102.8113,0.031511
151.0597,1.7360,-103.7452,0.031907
151.1041,1.7332,-104.6682,0.032302
151.1433,1.7309,-105.4900,0.032651
151.1860,1.7286,-106.3926,0.033036
151.2236,1.7267,-107.1947,0.033378
151.2650,1.7238,-108.0733,0.033752
151.3058,1.7216,-108.9416,0.034119
151.3413,1.7199,-109.7120,0.034446
151.3798,1.7181,-110.5568,0.034801
151.4138,1.7165,-111.3070,0.035120
151.4517,1.7143,-112.1282,0.035464
151.4888,1.7117,-112.9386,0.035805
151.5213,1.7103,-113.6589,0.036109
151.5564,1.7088,-114.4471,0.036439
151.5907,1.7074,-115.2236,0.036762
151.6243,1.7061,-115.9885,0.037080
151.6581,1.7038,-116.7416,0.037393
151.6876,1.7022,-117.4095,0.037666
151.7198,1.7005,-118.1413,0.037970
151.7511,1.6994,-118.8623,0.038264
151.7815,1.6983,-119.5723,0.038554
151.8077,1.6973,-120.2027,0.038810
151.8337,1.6963,-120.8942,0.039087
151.8548,1.6953,-121.5757,0.039362
151.8693,1.6943,-122.1801,0.039605
151.8803,1.6923,-122.8426,0.039863
151.8860,1.6894,-123.4953,0.040123
151.8858,1.6870,-124.0782,0.040352
151.8782,1.6849,-124.7191,0.040603
151.8610,1.6825,-125.3561,0.040856
151.8379,1.6796,-125.9267,0.041076
151.8050,1.6761,-126.5591,0.041325
151.7700,1.6728,-127.1253,0.041546
151.7258,1.6687,-127.7526,0.041793
151.6819,1.6652,-128.3156,0.042017
151.6283,1.6615,-128.9380,0.042257
151.5765,1.6581,-129.4968,0.042471
151.5153,1.6541,-130.1163,0.042715
151.4501,1.6498,-130.7344,0.042953
151.3878,1.6455,-131.2906,0.043166
151.3137,1.6404,-131.9068,0.043403
151.2415,1.6355,-132.4614,0.043620
151.1541,1.6296,-133.0756,0.043857
151.0681,1.6250,-133.6276,0.044070
150.9645,1.6194,-134.2404,0.044315
150.8644,1.6141,-134.7911,0.044528
150.7463,1.6079,-135.4019,0.044767
150.6342,1.6026,-135.9507,0.044988
150.5033,1.5965,-136.5580,0.045227
150.3797,1.5908,-137.1028,0.045448
150.2360,1.5842,-137.7049,0.045690
150.0868,1.5773,-138.3010,0.045924
149.9491,1.5709,-138.8303,0.046141
149.7915,1.5642,-139.4112,0.046372
149.6297,1.5593,-139.9813,0.046603
149.4807,1.5542,-140.4840,0.046810
149.3101,1.5446,-141.0368,0.047035
149.1365,1.5347,-141.5829,0.047262
