-30.4569,-7.9639,412.5669,0.000326
-30.3233,-7.9653,411.7893,0.000547
-30.1765,-7.9668,410.9349,0.000792
-30.0429,-7.9682,410.1586,0.001011
-29.9091,-7.9686,409.3813,0.001229
-29.7616,-7.9690,408.5255,0.001469
-29.6270,-7.9694,407.7462,0.001687
-29.4917,-7.9697,406.9656,0.001903
-29.3421,-7.9701,406.1055,0.002141
-29.2053,-7.9704,405.3223,0.002357
-29.0540,-7.9708,404.4594,0.002597
-28.9157,-7.9712,403.6738,0.002813
-28.7767,-7.9715,402.8869,0.003032
-28.6230,-7.9719,402.0198,0.003271
-28.4823,-7.9723,401.2303,0.003490
-28.3264,-7.9726,400.3604,0.003732
-28.1833,-7.9730,399.5683,0.003952
-28.0241,-7.9734,398.6957,0.004197
-27.8779,-7.9737,397.9012,0.004417
-27.7154,-7.9741,397.0259,0.004665
-27.5662,-7.9745,396.2292,0.004890
-27.4004,-7.9749,395.3514,0.005137
-27.2482,-7.9752,394.5524,0.005361
-27.0945,-7.9756,393.7524,0.005590
-26.9393,-7.9751,392.9507,0.005816
-26.7671,-7.9738,392.0682,0.006069
-26.6091,-7.9726,391.2643,0.006297
-26.4339,-7.9713,390.3781,0.006549
-26.2732,-7.9702,389.5706,0.006779
-26.1113,-7.9690,388.7611,0.007009
-25.9319,-7.9677,387.8685,0.007265
-25.7679,-7.9665,387.0548,0.007499
-25.6032,-7.9653,386.2390,0.007731
-25.4211,-7.9640,385.3390,0.007989
-25.2546,-7.9628,384.5183,0.008224
-25.0869,-7.9616,383.6952,0.008458
-24.9001,-7.9603,382.7869,0.008720
-24.7278,-7.9591,381.9590,0.008955
-24.5530,-7.9566,381.1289,0.009192
-24.3581,-7.9537,380.2153,0.009454
-24.1790,-7.9510,379.3843,0.009693
-23.9985,-7.9484,378.5529,0.009941
-23.7986,-7.9454,377.6384,0.010241
-23.6161,-7.9428,376.8069,0.010311
-23.2325,-7.9372,375.0602,0.010939
-23.0508,-7.9345,374.2281,0.011146
-22.8520,-7.9316,373.3121,0.011648
-22.6726,-7.9289,372.4785,0.011661
-22.4943,-7.9263,371.6435,0.011854
-22.2997,-7.9234,370.7233,0.012176
-22.1239,-7.9208,369.8853,0.012418
-21.9494,-7.9181,369.0457,0.012657
-21.7589,-7.9152,368.1202,0.012924
-21.5873,-7.9125,367.2773,0.013165
-21.4170,-7.9099,366.4327,0.013409
-21.2314,-7.9070,365.5018,0.013675
-21.0642,-7.9043,364.6537,0.013916
-20.8981,-7.9017,363.8042,0.014162
-20.7164,-7.8990,362.8683,0.014429
-20.5521,-7.8965,362.0168,0.014674
-20.3886,-7.8940,361.1649,0.014917
-20.2098,-7.8913,360.2271,0.015182
-20.0485,-7.8889,359.3742,0.015429
-19.8887,-7.8864,358.5208,0.015674
-19.7148,-7.8837,357.5815,0.015941
-19.5583,-7.8812,356.7267,0.016184
-19.4032,-7.8787,355.8707,0.016429
-19.2339,-7.8760,354.9273,0.016699
-19.0815,-7.8728,354.0677,0.016944
-18.9292,-7.8696,353.2069,0.017189
-18.7774,-7.8664,352.3443,0.017435
-18.6108,-7.8628,351.3937,0.017707
-18.4595,-7.8596,350.5277,0.017953
-18.3087,-7.8563,349.6601,0.018203
-18.1437,-7.8528,348.7038,0.018475
-17.9949,-7.8495,347.8328,0.018723
-17.8473,-7.8462,346.9601,0.018974
-17.6862,-7.8426,345.9979,0.019248
-17.5410,-7.8388,345.1215,0.019496
-17.3966,-7.8350,344.2432,0.019744
-17.2387,-7.8308,343.2748,0.020018
-17.0959,-7.8269,342.3924,0.020272
-16.9393,-7.8227,341.4196,0.020552
-16.7975,-7.8189,340.5332,0.020804
-16.6562,-7.8150,339.6449,0.021058
-16.5014,-7.8108,338.6655,0.021337
-16.3610,-7.8067,337.7730,0.021590
-16.2207,-7.8026,336.8787,0.021846
-16.0661,-7.7981,335.8927,0.022126
-15.9254,-7.7940,334.9944,0.022381
-15.7704,-7.7894,334.0042,0.022663
-15.6297,-7.7853,333.1022,0.022919
-15.4894,-7.7812,332.1985,0.023176
-15.3362,-7.7763,331.2023,0.023459
-15.1981,-7.7717,330.2951,0.023718
-15.0476,-7.7667,329.2950,0.024002
-14.9121,-7.7621,328.3840,0.024260
-14.7644,-7.7570,327.3796,0.024548
-14.6314,-7.7524,326.4645,0.024807
-14.4867,-7.7468,325.4554,0.025095
-14.3564,-7.7414,324.5361,0.025355
-14.2147,-7.7354,323.5225,0.025643
-14.0874,-7.7299,322.5987,0.025906
-13.9488,-7.7239,321.5798,0.026197
-13.8238,-7.7182,320.6510,0.026460
-13.6877,-7.7118,319.6265,0.026753
-13.5649,-7.7059,318.6927,0.027016
-13.4309,-7.6994,317.6627,0.027308
-13.2981,-7.6929,316.6299,0.027599
-13.1782,-7.6873,315.6884,0.027868
-13.0472,-7.6812,314.6500,0.028162
-12.9172,-7.6751,313.6087,0.028458
-12.7993,-7.6694,312.6595,0.028727
-12.6695,-7.6635,311.6126,0.029023
-12.5507,-7.6584,310.6582,0.029295
-12.4189,-7.6527,309.6055,0.029594
-12.2857,-7.6470,308.5501,0.029893
-12.1635,-7.6418,307.5883,0.030165
-12.0278,-7.6362,306.5281,0.030467
-11.8908,-7.6306,305.4666,0.030769
-11.7653,-7.6255,304.5019,0.031043
-11.6261,-7.6200,303.4421,0.031344
-11.4857,-7.6144,302.3839,0.031643
-11.3570,-7.6095,301.4231,0.031916
-11.2142,-7.6040,300.3676,0.032217
-11.0701,-7.5986,299.3137,0.032516
-10.9380,-7.5936,298.3569,0.032786
-10.7914,-7.5882,297.3058,0.033087
-10.6430,-7.5828,296.2564,0.033385
-10.5074,-7.5778,295.3036,0.033656
-10.3569,-7.5724,294.2570,0.033953
-10.2051,-7.5669,293.2119,0.034251
-10.0660,-7.5620,292.2631,0.034520
-9.9118,-7.5565,291.2210,0.034817
-9.7707,-7.5516,290.2750,0.035088
-9.6147,-7.5462,289.2358,0.035383
-9.4581,-7.5408,288.1983,0.035675
-9.3011,-7.5354,287.1624,0.035972
-9.1586,-7.5305,286.2220,0.036240
-9.0023,-7.5251,285.1891,0.036534
-8.8470,-7.5197,284.1578,0.036829
-8.7069,-7.5149,283.2214,0.037094
-8.5540,-7.5095,282.1931,0.037384
-8.4164,-7.5047,281.2606,0.037651
-8.2666,-7.4994,280.2385,0.037943
-8.1187,-7.4941,279.2206,0.038233
-7.9861,-7.4893,278.2991,0.038494
-7.8552,-7.4845,277.3810,0.038758
-7.7132,-7.4792,276.3750,0.039043
-7.5859,-7.4745,275.4636,0.039302
-7.4478,-7.4693,274.4648,0.039584
-7.3237,-7.4629,273.5594,0.039842
-7.1888,-7.4555,272.5678,0.040125
-7.0673,-7.4488,271.6693,0.040379
-6.9340,-7.4415,270.6843,0.040660
-6.8007,-7.4342,269.7028,0.040939
-6.6791,-7.4276,268.8136,0.041189
-6.5450,-7.4203,267.8388,0.041467
-6.4226,-7.4137,266.9557,0.041716
-6.2869,-7.4038,265.9863,0.041989
-6.1502,-7.3927,265.0218,0.042263
-6.0247,-7.3827,264.1477,0.042510
-5.8853,-7.3717,263.1893,0.042782
-5.7572,-7.3617,262.3208,0.043029
