0.0, 0.0, 0.0
-3.68632e-007, 0.0197256, -13.8227
-7.01939e-007, 0.0832876, -26.8372
-1.00097e-006, 0.186051, -39.0675
-1.26677e-006, 0.323381, -50.5377
-1.5004e-006, 0.490644, -61.2717
-1.70289e-006, 0.683203, -71.2935
-1.8753e-006, 0.896425, -80.6272
-2.01868e-006, 1.12567, -89.2966
-2.13407e-006, 1.36631, -97.3259
-2.22253e-006, 1.61371, -104.739
-2.2851e-006, 1.86324, -111.56
-2.32284e-006, 2.11025, -117.812
-2.33679e-006, 2.35011, -123.521
-2.32799e-006, 2.57819, -128.709
-2.29751e-006, 2.78985, -133.401
-2.24638e-006, 2.98047, -137.621
-2.17566e-006, 3.14539, -141.392
-2.0864e-006, 3.28, -144.739
-1.97963e-006, 3.37965, -147.686
-1.85643e-006, 3.43971, -150.257
-1.71782e-006, 3.45554, -152.475
-1.56591e-006, 3.4481, -154.389
-1.40469e-006, 3.44138, -156.09
-1.23803e-006, 3.43533, -157.667
-1.06978e-006, 3.42989, -159.207
-9.03828e-007, 3.42501, -160.8
-7.44036e-007, 3.42064, -162.533
-5.94276e-007, 3.41671, -164.497
-4.58416e-007, 3.41317, -166.778
-3.40326e-007, 3.40996, -169.466
-2.43876e-007, 3.40704, -172.648
-1.72935e-007, 3.40434, -176.415
-1.31373e-007, 3.40181, -180.853
-1.23058e-007, 3.39939, -186.052
-1.51862e-007, 3.39704, -192.101
-2.21652e-007, 3.39468, -199.087
-3.36299e-007, 3.39227, -207.099
-4.99672e-007, 3.38975, -216.226
-7.15641e-007, 3.38706, -226.556
-9.88075e-007, 3.38416, -238.178
-1.32084e-006, 3.38098, -251.18
-1.71782e-006, 3.37747, -265.651
