0.0, 0.0, 0.0
0.0643089, -0.0401947, 0.00498962
0.128608, -0.0803833, 0.00999761
0.192886, -0.120559, 0.015044
0.257133, -0.160715, 0.0201468
0.321339, -0.200845, 0.0253258
0.385494, -0.240943, 0.0306001
0.449588, -0.281003, 0.0359876
0.51361, -0.321018, 0.041508
0.57755, -0.360981, 0.0471804
0.641397, -0.400886, 0.0530236
0.705142, -0.440727, 0.0590558
0.768774, -0.480497, 0.0652969
0.832283, -0.52019, 0.0717661
0.895659, -0.559799, 0.0784814
0.958891, -0.599319, 0.0854626
1.02197, -0.638741, 0.0927279
1.08488, -0.678061, 0.100297
1.14762, -0.717271, 0.108188
1.21018, -0.756366, 0.116421
1.27254, -0.795338, 0.125015
1.3347, -0.834182, 0.133987
1.39664, -0.872891, 0.143358
1.45835, -0.911458, 0.153147
1.51983, -0.949877, 0.163372
1.58106, -0.988142, 0.174051
1.64204, -1.02624, 0.185205
1.70275, -1.06418, 0.196853
1.76318, -1.10194, 0.209012
1.82333, -1.13953, 0.221703
1.88318, -1.17692, 0.234943
1.94272, -1.21413, 0.248753
2.00194, -1.25113, 0.26315
2.06084, -1.28793, 0.278155
2.11939, -1.32451, 0.293786
2.1776, -1.36088, 0.310061
2.23545, -1.39702, 0.327001
2.29293, -1.43293, 0.344623
2.35003, -1.4686, 0.362947
2.40674, -1.50403, 0.381992
2.46305, -1.53921, 0.401777
2.51895, -1.57413, 0.42232
2.57443, -1.60878, 0.443641
2.62948, -1.64317, 0.46576
2.68409, -1.67728, 0.488693
2.73825, -1.7111, 0.512461
2.79195, -1.74464, 0.537082
2.84517, -1.77788, 0.562577
2.89791, -1.81082, 0.588963
2.95016, -1.84345, 0.616259
3.00191, -1.87576, 0.644484
3.05315, -1.90775, 0.673659
3.10386, -1.93942, 0.7038
3.15404, -1.97075, 0.734927
3.20368, -2.00173, 0.767061
3.25276, -2.03237, 0.800218
3.30128, -2.06266, 0.834419
3.34922, -2.09259, 0.869682
3.39658, -2.12215, 0.906027
3.44335, -2.15134, 0.943471
3.48951, -2.18014, 0.982034
3.53505, -2.20856, 1.02174
3.57997, -2.23659, 1.06259
3.62425, -2.26422, 1.10463
3.66789, -2.29145, 1.14786
3.71087, -2.31826, 1.1923
3.75319, -2.34466, 1.23798
3.79483, -2.37063, 1.28491
3.83578, -2.39617, 1.33311
3.87603, -2.42127, 1.3826
3.91558, -2.44593, 1.43339
3.99251, -2.49388, 1.53899
4.06648, -2.53999, 1.65005
4.13742, -2.58419, 1.76673
4.20525, -2.62644, 1.88917
4.26987, -2.66667, 2.01753
4.33122, -2.70485, 2.15196
4.3892, -2.74092, 2.29262
4.49474, -2.80653, 2.59319
4.58585, -2.86307, 2.92048
4.66186, -2.91014, 3.27568
4.72213, -2.94733, 3.66002
4.76598, -2.97423, 4.07471
4.79278, -2.99042, 4.52097
4.80186, -2.9955, 5.0
4.80162, -2.98912, 5.92529
4.80093, -2.97294, 6.72432
4.79983, -2.94774, 7.40681
4.79834, -2.91425, 7.98247
4.7965, -2.87323, 8.46101
4.79436, -2.82544, 8.85214
4.79193, -2.77163, 9.16558
4.79063, -2.7427, 9.2962
4.78996, -2.72777, 9.35552
4.78927, -2.71255, 9.41104
4.78857, -2.69704, 9.46292
4.78785, -2.68126, 9.51131
4.78713, -2.66523, 9.55636
4.78676, -2.65712, 9.57768
4.78639, -2.64894, 9.59823
4.78602, -2.64071, 9.61801
4.78564, -2.63243, 9.63705
4.78527, -2.62408, 9.65538
4.78489, -2.61569, 9.673
4.7845, -2.60723, 9.68994
4.78412, -2.59873, 9.70622
4.78373, -2.59018, 9.72185
4.78334, -2.58158, 9.73685
4.78295, -2.57293, 9.75125
4.78256, -2.56424, 9.76506
4.78216, -2.5555, 9.7783
4.78176, -2.54672, 9.79099
4.78137, -2.5379, 9.80315
4.78096, -2.52904, 9.8148
4.78056, -2.52014, 9.82595
4.78016, -2.5112, 9.83663
4.77975, -2.50223, 9.84685
4.77934, -2.49323, 9.85664
4.77893, -2.48419, 9.86601
4.77852, -2.47512, 9.87499
4.77811, -2.46602, 9.88358
4.77769, -2.4569, 9.89181
4.77728, -2.44774, 9.8997
4.77686, -2.43857, 9.90727
4.77645, -2.42937, 9.91454
4.77603, -2.42014, 9.92152
4.77561, -2.4109, 9.92823
4.77519, -2.40164, 9.9347
4.77477, -2.39236, 9.94094
4.77435, -2.38306, 9.94698
4.77392, -2.37375, 9.95282
4.7735, -2.36443, 9.95849
4.77308, -2.35509, 9.96401
4.77265, -2.34574, 9.9694
4.77223, -2.33639, 9.97467
4.77181, -2.32703, 9.97985
4.77138, -2.31766, 9.98496
4.77096, -2.30829, 9.99
4.77053, -2.29891, 9.99501
4.77011, -2.28953, 10.0
