0.0, 0.0, 0.0
-0.155548, -0.0375919, 0.996399
-0.31102, -0.0751791, 1.99271
-0.466324, -0.112756, 2.98874
-0.621399, -0.150319, 3.98441
-0.776138, -0.187863, 4.97961
-0.930466, -0.225383, 5.97418
-1.08432, -0.262874, 6.96799
-1.23759, -0.300332, 7.96097
-1.39021, -0.337751, 8.95297
-1.5421, -0.375128, 9.94385
-1.69319, -0.412456, 10.9335
-1.84337, -0.449732, 11.9218
-2.00745, -0.490669, 13.0072
-2.17023, -0.53153, 14.0907
-2.3316, -0.572309, 15.1721
-2.49149, -0.612998, 16.2512
-2.64975, -0.653593, 17.3278
-2.80629, -0.694087, 18.4019
-2.961, -0.734472, 19.4731
-3.11375, -0.774743, 20.5415
-3.26448, -0.814894, 21.6067
-3.41304, -0.854918, 22.6687
-3.55934, -0.894809, 23.7273
-3.70328, -0.93456, 24.7823
-3.84422, -0.974022, 25.8297
-3.98828, -1.01497, 26.9168
-4.13098, -1.05618, 28.011
-4.26923, -1.09682, 29.09
-4.40431, -1.13727, 30.1643
-4.5361, -1.17752, 31.2336
-4.66451, -1.21758, 32.2978
-4.78938, -1.25743, 33.3566
-4.91061, -1.29706, 34.41
-5.02808, -1.33647, 35.4576
-5.14166, -1.37566, 36.4994
-5.25122, -1.4146, 37.5351
-5.35666, -1.45331, 38.5646
-5.45784, -1.49176, 39.5877
-5.55466, -1.52996, 40.6041
-5.64696, -1.56789, 41.6138
-5.73465, -1.60555, 42.6165
-5.82564, -1.64666, 43.7112
-5.91074, -1.68741, 44.797
-5.98978, -1.72781, 45.8736
-6.06259, -1.76785, 46.9409
-6.12912, -1.80758, 48.0003
-6.19038, -1.8478, 49.0733
-6.24452, -1.88755, 50.1342
-6.29147, -1.92687, 51.1841
-6.33107, -1.96576, 52.2229
-6.36311, -2.00421, 53.2504
-6.38747, -2.04221, 54.2661
-6.40393, -2.07974, 55.2701
-6.41272, -2.12047, 56.3603
-6.41156, -2.16062, 57.4354
-6.40027, -2.20004, 58.4917
-6.3783, -2.23917, 59.5408
-6.34541, -2.27788, 60.5796
-6.30141, -2.31592, 61.6009
-6.24603, -2.35328, 62.6051
-6.17172, -2.39359, 63.6894
-6.08356, -2.4329, 64.7477
-5.98108, -2.47121, 65.7802
-5.86287, -2.50898, 66.7994
-5.72946, -2.54582, 67.7945
-5.5657, -2.58508, 68.8566
-5.38541, -2.62264, 69.8742
-5.18358, -2.65959, 70.8768
-4.93896, -2.69882, 71.9432
-4.67111, -2.73646, 72.9686
-4.38402, -2.77194, 73.9375
-4.03839, -2.8096, 74.967
-3.66801, -2.84286, 75.9248
-3.26019, -2.87193, 76.8443
-2.77412, -2.89865, 77.8001
-2.26353, -2.91954, 78.6768
-1.71155, -2.9358, 79.5125
-1.06268, -2.9482, 80.3759
-0.372955, -2.95504, 81.1815
0.334122, -2.95653, 81.9094
1.08278, -2.95314, 82.5922
1.86778, -2.945, 83.2267
2.68834, -2.93225, 83.815
3.54327, -2.91505, 84.3585
4.43594, -2.89342, 84.8609
5.40335, -2.8664, 85.3419
6.38445, -2.83562, 85.7699
7.39857, -2.80074, 86.158
8.34665, -2.76564, 86.4768
9.32353, -2.72725, 86.7657
10.3588, -2.68439, 87.0335
11.4029, -2.63911, 87.2671
12.47, -2.59095, 87.4724
13.4582, -2.54481, 87.6354
14.463, -2.49654, 87.7769
15.4884, -2.44598, 87.8985
16.5571, -2.39205, 88.0031
17.629, -2.33678, 88.0874
18.7154, -2.27969, 88.1537
19.7144, -2.22633, 88.1993
20.7234, -2.17166, 88.2318
21.7419, -2.11577, 88.2519
22.7691, -2.05874, 88.2606
23.8102, -2.00033, 88.2586
24.8832, -1.93956, 88.2464
25.9485, -1.8787, 88.2251
27.0213, -1.81696, 88.1954
28.0997, -1.75447, 88.1582
29.1832, -1.69133, 88.1144
30.2712, -1.62762, 88.0649
31.3629, -1.56342, 88.0105
32.4576, -1.49882, 87.9521
33.455, -1.43983, 87.8962
34.4538, -1.38064, 87.8385
35.4597, -1.32096, 87.7791
36.4046, -1.26487, 87.7227
