-174.148,-0.587485,257.147
-175.464,-0.575766,258.228
-176.782,-0.561117,259.31
-178.105,-0.545492,260.397
-179.435,-0.528891,261.489
-180.774,-0.50936,262.589
-182.13,-0.487875,263.702
-183.511,-0.465418,264.836
-184.937,-0.439046,265.994
-186.438,-0.412693,267.188
-188.048,-0.38336,268.394
-189.781,-0.356034,269.571
-191.644,-0.328745,270.678
-193.635,-0.297425,271.667
-195.735,-0.267165,272.513
-197.936,-0.236819,273.195
-200.22,-0.211487,273.701
-202.577,-0.187017,274.018
-204.986,-0.167472,274.134
-207.417,-0.153817,274.04
-209.848,-0.145072,273.736
-212.261,-0.138251,273.222
-214.641,-0.132322,272.498
-216.965,-0.132421,271.567
-219.212,-0.131359,270.433
-221.357,-0.13525,269.102
-223.378,-0.145116,267.586
-225.253,-0.153905,265.897
-226.961,-0.161615,264.057
-228.488,-0.175359,262.086
-229.826,-0.190066,260.003
-230.963,-0.201682,257.834
-231.896,-0.217334,255.61
-232.62,-0.234942,253.378
-233.17,-0.252539,251.186
-233.589,-0.268135,249.064
-233.925,-0.285732,247.031
-234.225,-0.300378,245.08
-234.505,-0.312094,243.189
-234.778,-0.319906,241.353
-235.043,-0.326742,239.563
-235.302,-0.309392,237.818
-235.555,-0.292388,236.108
-235.805,-0.275621,234.422
-236.052,-0.259035,232.753
-236.298,-0.242565,231.096
-236.543,-0.226153,229.445
-236.788,-0.209733,227.793
-237.034,-0.193215,226.132
-237.283,-0.176504,224.452
-237.535,-0.159557,222.744
-237.791,-0.142331,220.99
-238.033,-0.124818,219.17
-238.236,-0.10701,217.308
-238.43,-0.0867714,215.172
-238.525,-0.0694615,213.291
-238.543,-0.050128,211.195
-238.467,-0.0312659,209.136
-238.272,-0.0105987,206.888
-237.963,0.00949073,204.702
-237.541,0.0290165,202.582
-236.945,0.0500638,200.325
-236.214,0.0704535,198.159
-235.264,0.0921495,195.912
-234.166,0.113111,193.813
-232.854,0.135101,191.713
-231.5,0.154699,189.9
-229.846,0.17676,188.08
-227.973,0.150317,186.419
-226.045,0.125988,185.038
-224.107,0.10268,183.899
-222.0,0.0778477,182.877
-219.939,0.0538867,182.042
-218.17,0.034025,181.428
-216.036,0.00930452,180.842
-214.202,-0.0129452,180.338
-212.367,-0.0351942,179.834
-210.737,-0.0549715,179.387
-209.107,-0.0747472,178.939
-207.273,-0.0969981,178.436
-205.643,-0.116774,177.988
-204.012,-0.136551,177.54
-202.382,-0.156327,177.093
-200.753,-0.176104,176.646
-199.326,-0.193408,176.254
-197.696,-0.213186,175.806
-196.066,-0.232963,175.359
-194.64,-0.250267,174.967
-193.009,-0.270043,174.52
-191.584,-0.287349,174.128
-190.161,-0.304654,173.738
-188.677,-0.322719,173.325
-187.201,-0.340633,172.916
-185.737,-0.358397,172.509
-184.285,-0.376038,172.106
-182.843,-0.393574,171.706
-181.412,-0.411045,171.306
-180.013,-0.42849,170.91
-178.682,-0.445858,170.502
-177.419,-0.463118,170.059
-176.226,-0.480229,169.571
-175.097,-0.497183,169.021
-174.017,-0.513752,168.406
-172.99,-0.516121,167.728
-172.012,-0.518233,166.988
-171.086,-0.520345,166.186
-170.212,-0.522461,165.322
-169.392,-0.524585,164.399
-168.632,-0.526719,163.421
-167.938,-0.528865,162.393
-167.314,-0.531022,161.318
-166.763,-0.533189,160.192
-166.28,-0.535368,159.012
-165.859,-0.537555,157.769
-165.477,-0.539756,156.45
-165.117,-0.54197,155.068
-164.764,-0.544198,153.631
-164.404,-0.546441,152.163
-164.041,-0.5487,150.686
-163.676,-0.550978,149.198
-163.308,-0.553271,147.699
-162.937,-0.555578,146.189
-162.566,-0.557893,144.676
-161.813,-0.56258,141.612
-161.049,-0.567339,138.5
-160.272,-0.57218,135.335
-159.48,-0.577112,132.111
-158.676,-0.582124,128.834
-157.86,-0.587203,125.513
-157.036,-0.592336,122.157
-156.204,-0.597521,118.767
-155.364,-0.602754,115.345
-154.517,-0.608029,111.896
-153.663,-0.613345,108.419
-152.78,-0.61865,104.842
-152.256,-0.636364,102.971
-151.679,-0.654729,101.084
-150.989,-0.673949,99.1399
-150.104,-0.695667,97.0847
-149.203,-0.717077,95.1663
-148.255,-0.738032,93.329
-147.131,-0.76086,91.3712
-145.927,-0.782532,89.5166
-144.497,-0.816348,87.5997
-142.943,-0.852213,85.8213
-141.096,-0.904738,84.0555
-139.081,-0.955625,82.4899
-136.905,-1.01411,81.1462
-134.762,-1.06312,80.1131
-132.276,-1.11206,79.2148
-129.893,-1.14722,78.6031
-127.595,-1.17762,78.202
-125.179,-1.20471,77.9887
-122.841,-1.22589,77.9934
-120.57,-1.24163,78.1932
-118.175,-1.25395,78.5971
-116.19,-1.26024,79.0603
